iter,train_loss,train_loss_per_pixel,train_score_per_pixel,valid_score_per_pixel
0,3490678.906458487,2.9088990887154056,-2.908898897003251,-2.908875296840032
1,67302.45401048947,0.05608537834207456,-0.05517177209578857,-0.059145217891525
2,-594341.181389998,-0.49528431782499827,0.5364079651421213,0.5160053345176875
3,-698416.327008178,-0.5820136058401483,0.6314545133943212,0.608276962071851
4,-752177.6702899669,-0.6268147252416391,0.6770439021796995,0.6532121500516461
5,-785677.2515907623,-0.6547310429923019,0.7060779836958513,0.6807878503472423
6,-803777.6098880641,-0.6698146749067201,0.7220854255185626,0.6970223529127063
7,-813620.9804207614,-0.6780174836839679,0.7309238464068393,0.7070963490979768
8,-821456.6567307359,-0.6845472139422799,0.7378934316755638,0.7141199335272063
9,-831180.5133412776,-0.692650427784398,0.7467331672572965,0.7222892780131006
10,-838355.6590517156,-0.6986297158764296,0.7533512433248202,0.7284417413773054
11,-844302.1787749217,-0.7035851489791014,0.7588764353121151,0.7331805026074946
12,-847599.2580117243,-0.7063327150097702,0.7620548210721901,0.7362983893579385
13,-850524.7686927158,-0.7087706405772631,0.7648723796255009,0.739270662627108
14,-852958.5754643116,-0.7107988128869264,0.7670790406829666,0.7417113950663219
15,-854594.5720488336,-0.712162143374028,0.7686588082212148,0.7431381357937025
16,-856035.5210558843,-0.7133629342132369,0.7699901295177536,0.7442892457662145
17,-856914.4334645688,-0.714095361220474,0.7708293872785691,0.7449577642603253
18,-857460.0233393407,-0.7145500194494506,0.7713775802724145,0.7452384116462794
19,-857834.2233302124,-0.714861852775177,0.7717196677243667,0.7454621975992748
20,-858256.3398588377,-0.7152136165490314,0.7720840142167568,0.7457985945212107
