iter,train_loss,train_loss_per_pixel,train_score_per_pixel,valid_score_per_pixel
0,3495982.456725083,2.913318713937569,-2.9133186659849373,-2.9132618692754497
1,214103.005875807,0.1784191715631725,-0.17810335234809352,-0.18789746525671935
2,-312737.60473579774,-0.2606146706131648,0.2806328445317715,0.2713856935985107
3,-439589.42134584324,-0.3663245177882027,0.41286145417670816,0.40095434856430606
4,-449093.3313761114,-0.37424444281342617,0.4209801550221146,0.4092370927852517
5,-454818.6657607511,-0.37901555480062593,0.4253954462294472,0.41445539576859886
6,-459475.6346745433,-0.3828963622287861,0.4293937984103566,0.41873713549355646
7,-467469.0092409391,-0.38955750770078257,0.43636962386578526,0.42494145204438366
8,-478210.0505689077,-0.39850837547408974,0.44662799876489695,0.434263543417172
9,-484933.0644878694,-0.4041108870732245,0.4525308277298538,0.43942357372904195
10,-491990.23789113853,-0.40999186490928213,0.4588380436233242,0.444484822612678
11,-497492.38307499373,-0.4145769858958281,0.46419909197808557,0.4489533731711553
12,-500517.4133868894,-0.4170978444890745,0.46676354506953854,0.45147104688534806
13,-503869.705426644,-0.41989142118887,0.4696919151840248,0.4544935593772545
14,-508121.46315248153,-0.423434552627068,0.4732403111395512,0.4572247421564237
15,-511932.57711997884,-0.4266104809333157,0.47639040372825847,0.4581036413629315
16,-514475.28763126594,-0.4287294063593883,0.4784692837949431,0.45829480900519043
17,-517688.9832870841,-0.43140748607257007,0.48110566708425523,0.459609084265565
18,-522359.5285911947,-0.4352996071593289,0.4848280118424486,0.4618947689653943
19,-528892.1996308882,-0.44074349969240684,0.49018809771632893,0.46474754428317333
20,-538781.4626225656,-0.4489845521854713,0.4983257257542862,0.4720194267304622
