iter,train_loss,train_loss_per_pixel,train_score_per_pixel,valid_score_per_pixel
0,3503989.76377966,2.9199914698163836,-2.9199914218255265,-2.920028222201655
1,137527.49170177098,0.11460624308480916,-0.11389748950882274,-0.12124194324048158
2,-375916.6680405661,-0.31326389003380506,0.34460648295619245,0.3412968160108554
3,-468777.33584529185,-0.3906477798710765,0.4363322272354306,0.4283737110705233
4,-494972.59280099557,-0.4124771606674963,0.45801153607207196,0.4469036980233625
5,-523767.34108547604,-0.4364727842378967,0.4815677918723614,0.46996052407743294
6,-565484.3136961793,-0.47123692808014944,0.5165789422750765,0.5041785771246241
7,-601659.929389702,-0.5013832744914184,0.5473706435105039,0.5362880497568704
8,-629798.7089969467,-0.5248322574974555,0.5715646031707277,0.560185044077636
9,-649121.314412109,-0.5409344286767575,0.588134028274111,0.5775744136796244
10,-663245.3269741543,-0.5527044391451286,0.6007431746092879,0.5893153436859624
11,-670098.04701198,-0.55841503917665,0.6073841452637293,0.5955548711974095
12,-671940.693917254,-0.5599505782643783,0.6090052394149312,0.5970821020105939
13,-673839.3195483777,-0.5615327662903147,0.610787688436423,0.5981910626057665
14,-675356.8235310694,-0.5627973529425578,0.6122233877516944,0.5988479745579308
15,-676247.1040625139,-0.5635392533854282,0.613052992696064,0.5993931454080266
16,-676740.2524581224,-0.5639502103817687,0.6136096100926896,0.59975520258654
17,-676926.3250838174,-0.5641052709031811,0.613777976590324,0.5997881780624736
18,-677026.779640419,-0.5641889830336825,0.6139011841481076,0.5999809853826538
19,-677128.443180644,-0.5642737026505367,0.6140117133600971,0.6000748073592037
20,-677253.5251701113,-0.5643779376417595,0.6141397594555429,0.5996867615728341
