iter,train_loss,train_loss_per_pixel,train_score_per_pixel,valid_score_per_pixel
0,3495541.7082563597,2.9129514235469665,-2.9129512317034414,-2.9129699879226663
1,103268.2721293975,0.08605689344116459,-0.0850839849044721,-0.08684501516784628
2,-653310.2483996811,-0.5444252069997342,0.5866919636020441,0.5759383436786771
3,-788083.0990463264,-0.6567359158719386,0.7075569858954817,0.6936482460641393
4,-836157.5926040304,-0.6967979938366919,0.7493803481875474,0.7280292015729338
5,-855927.3682540592,-0.7132728068783827,0.7669705129752027,0.7430345838186945
6,-872333.4407087052,-0.726944533923921,0.7814081191445867,0.754742986941528
7,-882662.418793362,-0.735552015661135,0.7905228681809323,0.7605921821159689
8,-891381.9599412641,-0.7428182999510534,0.7980243828126423,0.76743747427532
9,-902650.1219482325,-0.7522084349568604,0.8086136931281801,0.7792635946339619
10,-908386.5435240949,-0.756988786270079,0.813924387964459,0.784337753759421
11,-912047.1585339784,-0.7600392987783153,0.8172961174594665,0.7867680330409003
12,-913622.2693270067,-0.7613518911058389,0.8187972999619378,0.7878669508750643
13,-914994.2104440772,-0.7624951753700643,0.8199656620873433,0.7878866049060435
14,-916512.3414539322,-0.7637602845449435,0.821257250749585,0.7888825758823602
15,-917550.9084985097,-0.7646257570820914,0.822203456953016,0.7897519286062445
16,-918138.1183218779,-0.7651150986015649,0.8227241760540607,0.7902981667247355
17,-918801.509447814,-0.765667924539845,0.823337462797779,0.7907619206471717
18,-919647.8341291175,-0.7663731951075979,0.8240515473809499,0.7912118512269037
19,-920430.381983211,-0.7670253183193425,0.8247350515707408,0.7918028736371037
20,-920960.2463113747,-0.7674668719261456,0.8251757959354047,0.7920252380004797
